location,bhk,total_sqft,bath,balcony,price_in_lakhs
Electronics City,2,1120,2,1,7000000
Electronics City,2,1116,2,1,5189000
Electronics City,2,1480,3,2,9500000
Electronics City,2,1000,2,2,5000000
Electronics City,2,1145,2,2,4600000
Bommanahalli,1,800,1,1,3200000
Electronics City,2,1265,2,1,8300000
Electronics City,2,1475,2,1,7000000
Bommanahalli,2,1265,2,2,5500000
Electronics City,3,2180,3,2,21000000
Bommanahalli,2,1080,2,3,5000000
Whitefield,3,2023,4,2,13000000
Electronics City,3,2400,2,3,12500000
Electronics City,3,1545,2,2,6600000
Electronics City,3,1804,3,2,16600000
Electronics City,2,1350,2,1,5800000
Electronics City,2,1108,2,1,7423000
Electronics City,3,1730,3,2,11500000
Electronics City,2,1427,2,3,7000000
Electronics City,2,935,2,1,3553000
Electronics City,2,1073,2,2,3177000
Vijayanagar,2,960,2,3,3700000
Electronics City,3,2215,4,2,15000000
Electronics City,2,1125,2,1,3249000
Bommanahalli,2,1230,2,3,5500000
Electronics City,2,1438,2,1,8900000
Electronics City,2,1080,2,2,7500000
Electronics City,3,1590,3,2,5800000
Electronics City,2,1350,3,2,6800000
Electronics City,2,1400,2,2,4800000
Electronics City,3,1560,2,3,7200000
Electronics City,3,1810,3,2,5700000
Electronics City,3,2274,4,1,16000000
Electronics City,2,1484,3,1,7418000
Indira Nagar,3,1650,3,3,22000000
Electronics City,2,1455,2,2,5500000
Electronics City,3,2280,4,2,18400000
Electronics City,5,4900,5,3,98000000
Electronics City,3,2079,3,3,22000000
Electronics City,2,1351,2,2,7400000
Electronics City,2,1223,2,2,4281000
Electronics City,2,1430,2,1,6100000
Electronics City,2,1310,2,2,3783000
Electronics City,2,984,2,1,5500000
Electronics City,3,1770,3,3,10000000
Electronics City,2,1447,2,1,7597000
Bommanahalli,2,1170,2,3,3400000
Electronics City,2,1160,2,2,4639000
Electronics City,2,1296,2,1,8900000
Electronics City,3,1570,3,2,8000000
Electronics City,2,1495,2,2,6500000
Electronics City,3,1530,2,2,6700000
Electronics City,3,1800,3,1,7000000
Electronics City,2,1088,2,2,4800000
Electronics City,3,1533,3,1,9818000
Electronics City,2,1100,2,1,6800000
Electronics City,3,1540,3,3,9000000
Electronics City,2,1244,3,1,4800000
Electronics City,2,1040,2,1,6859000
Electronics City,2,1260,2,1,3969000
Electronics City,2,1180,2,1,4130000
Electronics City,2,1245,2,2,10000000
Electronics City,2,1350,3,0,7500000
Electronics City,2,1464,3,2,5600000
Vijayanagar,2,920,2,2,6000000
Electronics City,2,1124,2,1,3035000
Electronics City,3,2095,3,1,10900000
Electronics City,2,1100,2,1,7142000
Vijayanagar,2,1019,2,1,5800000
Electronics City,3,1756,3,2,12800000
Bommanahalli,2,1280,3,1,5000000
Indira Nagar,3,1700,3,2,15000000
Whitefield,3,2134,4,2,11800000
Bommanahalli,4,2515,4,3,15500000
Electronics City,3,2215,4,2,15400000
Electronics City,2,1440,3,2,7200000
Electronics City,2,1186,2,2,5533000
Electronics City,2,1350,2,2,4724000
Electronics City,3,1800,3,2,14000000
Electronics City,3,1600,3,3,7900000
Electronics City,2,1000,2,1,3500000
Bommanahalli,3,2275,3,3,28500000
Electronics City,2,1305,2,1,5900000
Electronics City,3,1740,3,1,15000000
Electronics City,2,900,2,1,9000000
Electronics City,3,1567,3,0,14000000
Electronics City,2,1082,2,1,4550000
Electronics City,2,1050,2,1,8000000
Vijayanagar,2,1200,2,1,5600000
Electronics City,2,1220,2,2,5200000
Electronics City,3,1970,3,2,16400000
Bommanahalli,4,2665,3,1,35000000
Electronics City,3,2130,4,0,12000000
Electronics City,3,1749,3,2,12000000
Electronics City,2,1260,2,1,10800000
Electronics City,2,1170,2,2,12000000
Vijayanagar,3,1670,3,2,7500000
Electronics City,3,2264,3,2,16800000
Bommanahalli,4,3500,5,3,45000000
Electronics City,2,1100,2,2,5500000
Bommanahalli,1,674,1,1,1990000
Electronics City,2,1320,2,1,16000000
Electronics City,2,1125,2,2,6500000
Electronics City,2,1125,2,2,4450000
Electronics City,1,700,2,1,2900000
Bommanahalli,2,1300,2,1,7500000
Electronics City,3,1600,3,2,8300000
Electronics City,2,1052,2,1,6000000
Electronics City,2,1140,3,1,14500000
Electronics City,2,1130,2,2,3600000
Bommanahalli,3,2200,3,3,22000000
Electronics City,2,1500,2,1,6300000
Electronics City,2,1350,3,1,4725000
Electronics City,2,1230,2,2,5200000
Electronics City,3,1520,2,2,8500000
Electronics City,2,1040,2,1,6100000
Electronics City,2,1300,2,1,6700000
Electronics City,4,2690,4,3,20100000
Electronics City,2,1140,2,1,5120000
Bommanahalli,2,1225,3,1,3308000
Bommanahalli,3,1600,3,1,15000000
Electronics City,3,1890,4,3,12500000
Electronics City,2,1050,2,1,3400000
Whitefield,2,1458,2,2,6200000
Electronics City,3,1970,3,2,16000000
Electronics City,2,1007,2,1,6700000
Electronics City,2,1105,2,1,5000000
Electronics City,3,1700,3,3,15000000
Electronics City,2,1170,2,3,5000000
Bommanahalli,2,1080,2,3,4500000
Electronics City,2,1150,2,1,6200000
Electronics City,2,1200,2,1,5790000
Electronics City,2,1200,2,1,5400000
Electronics City,3,1656,3,2,7500000
Electronics City,2,1040,2,2,5000000
Electronics City,2,1085,2,2,3370000
Vijayanagar,2,1215,2,2,4975000
Electronics City,2,1210,2,1,7700000
Electronics City,2,1050,2,1,5500000
Electronics City,3,1920,3,2,15000000
Electronics City,2,1250,2,1,5000000
Electronics City,2,948,2,1,8000000
Electronics City,2,1421,2,1,9000000
Electronics City,2,1425,2,2,7431000
Bommanahalli,2,1162,2,1,5800000
Electronics City,2,914,2,1,3200000
Electronics City,2,1258,2,0,5800000
Whitefield,3,1537,2,3,7000000
Bommanahalli,2,1230,2,2,5351000
Electronics City,3,2250,3,1,20000000
Vijayanagar,2,950,2,0,3200000
Electronics City,4,4000,4,3,20000000
Electronics City,2,1282,2,1,4872000
Electronics City,2,1304,2,0,11100000
Electronics City,3,2100,3,2,20000000
Indira Nagar,2,1220,2,2,4900000
Bommanahalli,3,1636,3,2,8500000
Electronics City,2,1415,3,1,6500000
Electronics City,3,1728,3,2,12500000
Electronics City,3,1680,3,3,12500000
Electronics City,2,1235,2,1,14000000
Electronics City,2,1495,2,2,8300000
Vijayanagar,4,2501,3,3,13800000
Electronics City,4,3302,5,2,57000000
Electronics City,3,2002,3,2,12000000
Electronics City,2,1450,3,2,9000000
Electronics City,2,1039,2,1,5000000
Electronics City,2,1210,2,1,8000000
Vijayanagar,2,995,1,1,2488000
Electronics City,3,1620,3,2,9000000
Electronics City,4,3408,3,3,26000000
Electronics City,2,1314,2,3,5500000
Electronics City,2,945,2,1,3300000
Electronics City,2,1374,3,2,7200000
Electronics City,3,1603,3,3,11300000
Electronics City,2,1230,2,2,5200000
Electronics City,3,1864,3,2,10500000
Electronics City,3,1625,2,2,5400000
Whitefield,2,1186,2,3,5500000
Electronics City,1,770,1,1,3990000
Electronics City,2,1085,2,1,4500000
Electronics City,3,1893,3,2,11500000
Electronics City,2,1496,2,3,7800000
Bommanahalli,2,1305,3,1,3328000
Electronics City,3,1550,2,2,8200000
Electronics City,2,1200,2,1,5817000
Electronics City,2,1494,2,2,9455000
Electronics City,2,1286,2,2,6900000
Electronics City,3,1860,3,2,9500000
Electronics City,2,1243,2,2,4500000
Bommanahalli,2,1200,2,2,7500000
Electronics City,2,1044,2,2,3200000
Electronics City,2,1040,2,1,4159000
Electronics City,2,1125,2,2,3694000
Bommanahalli,4,3489,3,1,66200000
Electronics City,2,1278,2,2,5900000
Electronics City,2,1250,2,1,4300000
Electronics City,2,1210,2,2,7500000
Electronics City,2,1200,3,2,11000000
Electronics City,2,1157,2,1,5784000
Electronics City,2,1185,2,1,5115000
Electronics City,2,1450,3,3,10000000
Electronics City,3,1859,3,2,12100000
Electronics City,3,1763,3,2,26200000
Vijayanagar,2,900,1,1,2500000
Electronics City,2,1305,3,1,6000000
Electronics City,2,1200,2,2,10000000
Electronics City,2,1150,2,0,3680000
Whitefield,3,1806,3,3,8500000
Electronics City,2,1027,2,2,4200000
Electronics City,2,1002,2,1,4008000
Electronics City,2,1220,2,1,3621000
Whitefield,2,1109,2,1,3522000
Electronics City,2,1002,2,1,4008000
Electronics City,2,1308,2,1,8904000
Electronics City,2,1232,2,1,6960000
Electronics City,2,1027,2,2,4400000
Electronics City,2,1250,2,2,6500000
Electronics City,2,1255,2,1,5387000
Vijayanagar,2,1434,3,3,8400000
Electronics City,2,925,2,2,3000000
Indira Nagar,3,1858,3,1,12300000
Electronics City,2,1205,2,1,7000000
Electronics City,2,1020,2,2,4895000
Electronics City,2,965,2,1,5600000
Electronics City,3,1636,2,2,8289000
Electronics City,3,1724,3,1,12500000
Whitefield,2,1216,2,1,6700000
Electronics City,1,654,1,1,3625000
Vijayanagar,2,1190,2,2,4100000
Bommanahalli,3,1636,3,2,9200000
Electronics City,2,1195,2,2,7300000
Electronics City,3,2400,3,3,25100000
Electronics City,2,1250,2,1,6700000
Whitefield,2,1452,3,1,9000000
Electronics City,3,1546,3,1,9500000
Indira Nagar,2,1475,2,2,17100000
Electronics City,4,3000,3,2,15000000
Electronics City,2,1007,2,1,6600000
Electronics City,2,1020,2,3,4700000
Electronics City,2,1000,2,0,15000000
Electronics City,2,1125,2,3,5500000
Electronics City,2,909,2,1,4300000
Electronics City,2,1400,2,3,8500000
Electronics City,2,1152,2,2,6100000
Electronics City,2,958,2,1,3449000
Whitefield,2,1150,2,2,5500000
Electronics City,4,2990,5,1,17300000
Electronics City,2,1310,2,2,8500000
Electronics City,3,1590,2,2,12600000
Electronics City,3,1645,3,2,11000000
Electronics City,3,1795,3,2,15000000
Electronics City,2,1100,2,3,3500000
Electronics City,2,925,2,2,7000000
Electronics City,3,1542,3,3,12000000
Electronics City,2,1430,2,2,5400000
Bommanahalli,2,1020,2,2,5500000
Electronics City,2,1140,2,1,3292000
Vijayanagar,2,967,2,1,4500000
Electronics City,4,2470,4,2,20300000
Electronics City,2,850,1,0,3550000
Electronics City,2,1100,2,2,3200000
Electronics City,3,1697,3,2,11000000
Electronics City,2,1250,2,2,4700000
Electronics City,2,1120,2,2,5000000
Electronics City,2,1200,2,1,5200000
Electronics City,2,1100,2,1,4400000
Electronics City,2,1417,2,2,7600000
Electronics City,2,1492,3,1,8800000
Electronics City,2,1498,3,3,7915000
Electronics City,4,3500,2,1,35000000
Electronics City,2,1010,2,1,4827000
Electronics City,2,1255,2,2,5350000
Bommanahalli,2,1050,2,1,3500000
Electronics City,3,1847,3,2,12500000
Indira Nagar,2,1200,2,2,5500000
Electronics City,2,982,2,2,3728000
Electronics City,3,2145,4,2,14500000
Electronics City,1,750,2,1,3650000
Electronics City,2,919,2,2,3500000
Bommanahalli,2,1087,2,1,5430000
Electronics City,2,1480,3,2,7400000
Electronics City,2,1180,2,2,5200000
Electronics City,3,2100,4,2,25500000
Electronics City,2,1221,3,2,6500000
Electronics City,2,1194,2,2,4600000
Electronics City,3,2072,3,2,12200000
Whitefield,3,1600,3,2,6900000
Electronics City,3,2200,3,2,9800000
Electronics City,3,1640,3,3,22000000
Electronics City,2,1253,2,2,8150000
Electronics City,2,1061,2,1,5492000
Electronics City,3,1950,3,2,11500000
Electronics City,2,1250,2,2,6800000
Electronics City,3,1585,2,3,8000000
Electronics City,2,1452,3,3,6098000
Electronics City,2,1015,2,2,3700000
Electronics City,2,1125,2,2,5680000
Electronics City,2,1116,2,2,4000000
Electronics City,4,4000,4,2,32500000
Electronics City,4,3900,4,2,41000000
Electronics City,2,1300,2,2,10000000
Electronics City,2,1419,2,1,6042000
Electronics City,2,1310,2,1,5500000
Electronics City,3,2072,4,2,15200000
Electronics City,2,1240,2,1,5858000
Bommanahalli,3,1565,3,2,9891000
Bommanahalli,3,1820,3,2,8900000
Electronics City,2,1245,2,1,6200000
Electronics City,2,1315,3,1,6500000
Electronics City,2,1410,2,2,7300000
Electronics City,2,1375,2,1,6000000
Electronics City,2,1299,2,2,9500000
Electronics City,2,993,2,3,4550000
Electronics City,2,985,2,1,15600000
Electronics City,2,1255,2,1,9500000
Electronics City,3,1655,3,2,13100000
Whitefield,4,2830,5,3,19000000
Electronics City,3,1634,3,1,11100000
Electronics City,2,1222,2,2,8000000
Electronics City,2,1500,3,2,6300000
Vijayanagar,3,1890,4,2,10000000
Electronics City,2,850,1,1,3950000
Whitefield,2,1295,2,3,7850000
Electronics City,2,1320,2,1,10000000
Electronics City,2,1197,2,1,8200000
Electronics City,2,1320,2,3,6000000
Electronics City,3,1693,3,1,7138000
Electronics City,2,1000,2,1,6200000
Electronics City,2,1305,2,1,7000000
Whitefield,3,1991,3,2,10400000
Electronics City,3,1779,3,2,9000000
Electronics City,2,870,2,2,3800000
Electronics City,3,1595,3,2,12000000
Electronics City,3,2000,4,2,13800000
Electronics City,3,1614,3,2,9300000
Electronics City,2,1200,2,3,4000000
Electronics City,2,1150,3,3,4600000
Indira Nagar,4,3200,4,3,44000000
Electronics City,3,1610,3,2,8048000
Whitefield,2,1190,2,2,4100000
Electronics City,2,1050,2,2,5000000
Electronics City,2,1460,2,1,9700000
Electronics City,4,3400,3,3,40000000
Electronics City,3,1569,3,0,7000000
Electronics City,2,1350,2,1,9000000
Bommanahalli,4,2780,4,1,32500000
Electronics City,2,1410,2,2,4512000
Whitefield,2,1109,2,1,3547000
Electronics City,3,2000,3,2,106300000
Electronics City,2,1215,2,1,6800000
Electronics City,2,1255,2,2,5276000
Electronics City,2,1020,2,1,4900000
Electronics City,2,1225,2,2,8200000
Electronics City,2,1120,2,1,6000000
Electronics City,2,1225,2,1,6900000
Indira Nagar,4,4000,4,1,70000000
Electronics City,3,1984,4,1,14500000
Electronics City,4,2425,3,1,19700000
Bommanahalli,2,1127,2,1,4500000
Whitefield,3,1655,3,2,9700000
Electronics City,2,1000,2,2,4300000
Electronics City,2,1225,2,2,4788000
Electronics City,2,1350,2,2,4500000
Electronics City,2,1175,2,3,4900000
Electronics City,1,655,1,2,2700000
Electronics City,2,1311,2,1,8486000
Electronics City,2,1000,2,1,3850000
Indira Nagar,2,1196,2,1,9600000
Electronics City,2,1050,2,1,5900000
Electronics City,2,1275,2,2,5200000
Electronics City,2,927,2,1,5000000
Electronics City,3,1520,2,3,6100000
Electronics City,2,1333,2,1,10400000
Electronics City,1,600,1,0,1800000
Vijayanagar,2,1326,2,1,3480000
Electronics City,2,1370,2,2,12500000
Electronics City,2,1100,2,2,8500000
Electronics City,3,1650,3,3,10000000
Electronics City,3,1917,3,2,13200000
Electronics City,2,780,3,1,7500000
Electronics City,2,950,2,1,5811000
Electronics City,2,1175,2,1,4872000
Electronics City,2,1089,2,1,4355000
Electronics City,3,1804,3,2,17500000
Electronics City,2,1257,2,1,6850000
Electronics City,1,650,1,2,1987000
Whitefield,3,1850,3,2,15000000
Electronics City,2,945,2,1,4000000
Electronics City,2,1161,2,1,6385000
Electronics City,3,1630,3,2,5135000
Electronics City,2,1310,2,2,6000000
Electronics City,1,750,2,1,2800000
Vijayanagar,2,1000,2,1,4500000
Electronics City,2,1315,2,2,7000000
Electronics City,2,1370,2,2,9000000
Electronics City,2,1465,3,3,9000000
Electronics City,2,1128,2,1,6400000
Electronics City,2,1250,2,2,7000000
Electronics City,3,1645,3,2,11700000
Electronics City,2,1284,2,2,7500000
Electronics City,4,2600,3,2,19900000
Electronics City,3,1820,3,2,15000000
Electronics City,3,1580,3,1,7300000
Electronics City,2,1215,2,1,6800000
Electronics City,2,1075,2,1,4000000
Electronics City,2,1400,2,3,7800000
Electronics City,2,1400,2,1,5500000
Electronics City,2,845,2,1,3000000
Electronics City,4,2600,4,3,4000000
Electronics City,1,800,2,1,8500000
Electronics City,2,1199,2,1,8500000
Electronics City,2,1175,2,2,4348000
Electronics City,3,1767,3,2,10900000
Electronics City,3,1800,3,1,9000000
Electronics City,3,1856,3,2,13500000
Electronics City,3,1613,3,0,15000000
Indira Nagar,5,6830,5,3,79500000
Whitefield,2,1290,2,0,9000000
Electronics City,2,1375,2,1,7800000
Electronics City,2,985,2,2,5700000
Electronics City,2,1099,2,1,3750000
Electronics City,1,605,1,0,1331000
Electronics City,2,1200,2,1,5300000
Electronics City,2,1000,2,1,4500000
Electronics City,2,1159,2,3,3800000
Electronics City,4,3692,5,3,34000000
Bommanahalli,3,1540,2,2,7800000
Electronics City,3,1503,2,2,9300000
Vijayanagar,3,1850,4,2,12000000
Electronics City,3,1580,3,1,6000000
Electronics City,2,1190,2,2,3925000
Indira Nagar,2,850,1,1,1990000
Electronics City,3,2180,3,2,28500000
Electronics City,4,2500,2,1,6000000
Electronics City,2,1500,2,2,5200000
Electronics City,3,1880,3,3,12000000
Electronics City,2,1150,2,2,4500000
Electronics City,2,924,2,2,3511000
Electronics City,3,1765,3,2,7727000
Vijayanagar,2,1174,2,1,2935000
Electronics City,3,1894,3,1,11500000
Electronics City,3,1760,3,2,14200000
Electronics City,3,1768,3,3,9500000
Electronics City,3,1790,3,0,9700000
Electronics City,2,1137,2,1,5340000
Electronics City,3,1568,2,2,10000000
Vijayanagar,2,1308,2,1,6000000
Electronics City,4,3060,4,2,35000000
Electronics City,2,1200,2,1,4100000
Electronics City,2,873,2,1,4000000
Electronics City,2,958,2,1,3353000
Electronics City,3,2072,4,2,16000000
Electronics City,3,2273,3,3,15900000
Electronics City,2,1090,2,2,4350000
Electronics City,3,2072,4,2,15500000
Electronics City,4,2666,3,1,23000000
Electronics City,3,1550,2,1,8900000
Electronics City,2,1251,2,1,5000000
Electronics City,2,1070,2,1,5300000
Electronics City,2,1200,2,2,4500000
Electronics City,2,1435,2,2,6000000
Bommanahalli,2,1400,2,3,4500000
Electronics City,3,2330,3,2,9471000
Electronics City,2,1200,2,3,6000000
Electronics City,2,1000,2,2,4000000
Electronics City,3,1655,2,2,6289000
Electronics City,2,1175,2,1,5000000
Electronics City,2,1155,2,2,4043000
Bommanahalli,2,1149,2,2,6500000
Bommanahalli,2,1010,2,2,5500000
Electronics City,3,1718,3,2,11900000
Electronics City,1,650,1,1,2000000
Electronics City,2,1330,2,2,7700000
Electronics City,2,1200,2,2,6800000
Electronics City,3,1693,3,2,8900000
Electronics City,2,1249,2,1,16500000
Electronics City,3,1800,4,1,12500000
Electronics City,2,1020,2,1,4600000
Vijayanagar,3,1700,3,2,7700000
Electronics City,1,661,1,1,4000000
Electronics City,2,1280,2,2,6016000
Electronics City,2,1170,2,1,4800000
Electronics City,2,1150,2,0,4400000
Electronics City,2,1380,3,3,13000000
Electronics City,2,1080,2,1,3780000
Electronics City,2,1303,2,1,9000000
Electronics City,2,1196,2,2,4054000
Bommanahalli,2,1250,3,2,4100000
Vijayanagar,2,1419,2,3,8700000
Electronics City,2,1200,2,3,4900000
Electronics City,2,1120,2,2,6500000
Electronics City,2,1245,2,1,7500000
Bommanahalli,2,1093,2,1,3400000
Electronics City,2,1025,1,1,2663000
Electronics City,2,1345,2,1,9700000
Vijayanagar,2,1180,2,1,8600000
Electronics City,2,1020,2,1,4845000
Electronics City,3,1800,3,3,8500000
Electronics City,4,3621,4,1,51100000
Electronics City,3,2008,3,2,17000000
Electronics City,2,1240,2,2,3985000
Electronics City,2,1020,2,1,5500000
Electronics City,3,2095,3,2,14200000
Electronics City,2,1362,3,2,6263000
Electronics City,1,694,1,0,3084000
Vijayanagar,2,1404,2,2,7000000
Electronics City,2,1192,2,3,4700000
Vijayanagar,2,1259,2,1,6748000
Electronics City,2,1000,2,2,3400000
